"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"1","chr2L",381,5208,4828,"*","Promoter (2-3kb)",1,7529,9484,1956,1,"FBgn0031208","FBtr0475186",-2321
"2","chr2L",8540,8787,248,"*","Promoter (1-2kb)",1,7529,9484,1956,1,"FBgn0031208","FBtr0475186",1011
"3","chr2L",12437,13057,621,"*","Exon (FBtr0078170/FBgn0002121, exon 6 of 9)",1,7529,9484,1956,1,"FBgn0031208","FBtr0475186",4908
"4","chr2L",13309,14489,1181,"*","Exon (FBtr0078170/FBgn0002121, exon 4 of 9)",1,9839,18570,8732,2,"FBgn0002121","FBtr0078170",4081
"5","chr2L",15085,15921,837,"*","Promoter (2-3kb)",1,9839,18570,8732,2,"FBgn0002121","FBtr0078170",2649
"6","chr2L",18038,18544,507,"*","Promoter (<=1kb)",1,9839,18570,8732,2,"FBgn0002121","FBtr0078170",26
"7","chr2L",20782,21349,568,"*","Promoter (<=1kb)",1,9839,21376,11538,2,"FBgn0002121","FBtr0078166",27
"8","chr2L",22106,22609,504,"*","Promoter (<=1kb)",1,21952,24237,2286,1,"FBgn0263584","FBtr0309810",154
"9","chr2L",24375,25076,702,"*","Promoter (<=1kb)",1,21823,25155,3333,2,"FBgn0031209","FBtr0113008",79
"10","chr2L",28307,28964,658,"*","Exon (FBtr0078163/FBgn0051973, exon 9 of 13)",1,21823,25155,3333,2,"FBgn0031209","FBtr0113008",-3152
"11","chr2L",31086,31392,307,"*","Exon (FBtr0078164/FBgn0051973, exon 8 of 14)",1,21823,25155,3333,2,"FBgn0031209","FBtr0113008",-5931
"12","chr2L",32029,33092,1064,"*","Exon (FBtr0078164/FBgn0051973, exon 8 of 14)",1,21823,25155,3333,2,"FBgn0031209","FBtr0113008",-6874
"13","chr2L",33734,34014,281,"*","Exon (FBtr0078163/FBgn0051973, exon 7 of 13)",1,21823,25155,3333,2,"FBgn0031209","FBtr0113008",-8579
"14","chr2L",40309,40822,514,"*","Intron (FBtr0078163/FBgn0051973, intron 2 of 12)",1,54817,55767,951,1,"FBgn0267987","FBtr0347585",-13995
"15","chr2L",47335,48798,1464,"*","Intron (FBtr0078163/FBgn0051973, intron 2 of 12)",1,54817,55767,951,1,"FBgn0267987","FBtr0347585",-6019
"16","chr2L",49172,49999,828,"*","Intron (FBtr0078163/FBgn0051973, intron 2 of 12)",1,54817,55767,951,1,"FBgn0267987","FBtr0347585",-4818
"17","chr2L",66432,68321,1890,"*","Promoter (<=1kb)",1,66482,71390,4909,1,"FBgn0067779","FBtr0306539",0
"18","chr2L",69855,70216,362,"*","Promoter (1-2kb)",1,71757,76211,4455,1,"FBgn0031213","FBtr0306540",-1541
"19","chr2L",71502,71749,248,"*","Promoter (<=1kb)",1,71757,76211,4455,1,"FBgn0031213","FBtr0306540",-8
"20","chr2L",72396,73447,1052,"*","Promoter (<=1kb)",1,72387,76211,3825,1,"FBgn0031213","FBtr0078101",9
"21","chr2L",78837,79635,799,"*","Promoter (2-3kb)",1,76348,77783,1436,1,"FBgn0031214","FBtr0306541",2489
"22","chr2L",83102,83615,514,"*","3' UTR",1,82421,87387,4967,2,"FBgn0002931","FBtr0290323",3772
"23","chr2L",84611,84908,298,"*","Promoter (2-3kb)",1,82421,87387,4967,2,"FBgn0002931","FBtr0290323",2479
"24","chr2L",92352,92599,248,"*","Promoter (2-3kb)",1,94739,102086,7348,1,"FBgn0031216","FBtr0078103",-2140
"25","chr2L",95258,95653,396,"*","Promoter (<=1kb)",1,94739,102086,7348,1,"FBgn0031216","FBtr0078103",519
"26","chr2L",97569,98082,514,"*","Promoter (2-3kb)",1,94739,102086,7348,1,"FBgn0031216","FBtr0078103",2830
"27","chr2L",98326,98786,461,"*","Exon (FBtr0078103/FBgn0031216, exon 5 of 12)",1,94739,102086,7348,1,"FBgn0031216","FBtr0078103",3587
"28","chr2L",100585,100893,309,"*","Promoter (1-2kb)",1,102380,104142,1763,1,"FBgn0031217","FBtr0078104",-1487
"29","chr2L",102835,103763,929,"*","Promoter (<=1kb)",1,102380,104142,1763,1,"FBgn0031217","FBtr0330636",455
"30","chr2L",104409,104940,532,"*","Promoter (1-2kb)",1,103962,106732,2771,2,"FBgn0026787","FBtr0301452",1792
"31","chr2L",105807,106379,573,"*","Promoter (<=1kb)",1,103962,106732,2771,2,"FBgn0026787","FBtr0301452",353
"32","chr2L",110204,110787,584,"*","Promoter (<=1kb)",1,109594,114210,4617,1,"FBgn0005278","FBtr0089436",610
"33","chr2L",112873,113151,279,"*","Promoter (1-2kb)",1,114726,156030,41305,1,"FBgn0031228","FBtr0306542",-1575
"34","chr2L",114592,114866,275,"*","Promoter (<=1kb)",1,114726,156030,41305,1,"FBgn0031228","FBtr0306542",0
"35","chr2L",120270,120922,653,"*","Promoter (<=1kb)",1,116970,120631,3662,2,"FBgn0031220","FBtr0100307",0
"36","chr2L",122275,122525,251,"*","Promoter (<=1kb)",1,122837,124031,1195,1,"FBgn0266304","FBtr0344032",-312
"37","chr2L",123345,123633,289,"*","Promoter (<=1kb)",1,122837,124031,1195,1,"FBgn0266304","FBtr0344032",508
"38","chr2L",124236,124761,526,"*","Promoter (1-2kb)",1,122837,124031,1195,1,"FBgn0266304","FBtr0344032",1399
"39","chr2L",125447,125780,334,"*","Promoter (2-3kb)",1,122837,124031,1195,1,"FBgn0266304","FBtr0344032",2610
"40","chr2L",128179,128741,563,"*","Promoter (<=1kb)",1,122624,129245,6622,2,"FBgn0025683","FBtr0078154",504
"41","chr2L",129243,129490,248,"*","Promoter (<=1kb)",1,122624,129245,6622,2,"FBgn0025683","FBtr0078154",0
"42","chr2L",133762,134009,248,"*","Promoter (1-2kb)",1,135402,136128,727,1,"FBgn0265074","FBtr0336836",-1393
"43","chr2L",135821,136548,728,"*","Promoter (<=1kb)",1,136144,136701,558,1,"FBgn0265075","FBtr0336837",0
"44","chr2L",137107,137379,273,"*","Promoter (<=1kb)",1,136144,136701,558,1,"FBgn0265075","FBtr0336837",963
