"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"1","chr2L",132,5191,5060,"*","Promoter (2-3kb)",1,7529,9484,1956,1,"FBgn0031208","FBtr0475186",-2338
"2","chr2L",7726,8787,1062,"*","Promoter (<=1kb)",1,7529,9484,1956,1,"FBgn0031208","FBtr0475186",197
"3","chr2L",12451,13018,568,"*","Exon (FBtr0078170/FBgn0002121, exon 6 of 9)",1,7529,9484,1956,1,"FBgn0031208","FBtr0475186",4922
"4","chr2L",13326,14776,1451,"*","Exon (FBtr0078170/FBgn0002121, exon 4 of 9)",1,9839,18570,8732,2,"FBgn0002121","FBtr0078170",3794
"5","chr2L",15072,15655,584,"*","Promoter (2-3kb)",1,9839,18570,8732,2,"FBgn0002121","FBtr0078170",2915
"6","chr2L",17986,18553,568,"*","Promoter (<=1kb)",1,9839,18570,8732,2,"FBgn0002121","FBtr0078170",17
"7","chr2L",20694,21373,680,"*","Promoter (<=1kb)",1,9839,21376,11538,2,"FBgn0002121","FBtr0078166",3
"8","chr2L",22267,22592,326,"*","Promoter (<=1kb)",1,21952,24237,2286,1,"FBgn0263584","FBtr0309810",315
"9","chr2L",24369,25076,708,"*","Promoter (<=1kb)",1,21823,25155,3333,2,"FBgn0031209","FBtr0113008",79
"10","chr2L",28358,28947,590,"*","Exon (FBtr0078163/FBgn0051973, exon 9 of 13)",1,21823,25155,3333,2,"FBgn0031209","FBtr0113008",-3203
"11","chr2L",31086,31316,231,"*","Exon (FBtr0078164/FBgn0051973, exon 8 of 14)",1,21823,25155,3333,2,"FBgn0031209","FBtr0113008",-5931
"12","chr2L",32029,33997,1969,"*","Exon (FBtr0078163/FBgn0051973, exon 7 of 13)",1,21823,25155,3333,2,"FBgn0031209","FBtr0113008",-6874
"13","chr2L",39336,39566,231,"*","Exon (FBtr0078163/FBgn0051973, exon 3 of 13)",1,21823,25155,3333,2,"FBgn0031209","FBtr0113008",-14181
"14","chr2L",40201,41454,1254,"*","Intron (FBtr0078163/FBgn0051973, intron 2 of 12)",1,54817,55767,951,1,"FBgn0267987","FBtr0347585",-13363
"15","chr2L",47353,48784,1432,"*","Intron (FBtr0078163/FBgn0051973, intron 2 of 12)",1,54817,55767,951,1,"FBgn0267987","FBtr0347585",-6033
"16","chr2L",49172,49999,828,"*","Intron (FBtr0078163/FBgn0051973, intron 2 of 12)",1,54817,55767,951,1,"FBgn0267987","FBtr0347585",-4818
"17","chr2L",51549,51814,266,"*","Intron (FBtr0078163/FBgn0051973, intron 2 of 12)",1,54817,55767,951,1,"FBgn0267987","FBtr0347585",-3003
"18","chr2L",55769,56318,550,"*","Promoter (<=1kb)",1,54817,55767,951,1,"FBgn0267987","FBtr0347585",952
"19","chr2L",66432,68321,1890,"*","Promoter (<=1kb)",1,66482,71390,4909,1,"FBgn0067779","FBtr0306539",0
"20","chr2L",69969,70199,231,"*","Promoter (1-2kb)",1,71757,76211,4455,1,"FBgn0031213","FBtr0306540",-1558
"21","chr2L",72085,73455,1371,"*","Promoter (<=1kb)",1,72387,76211,3825,1,"FBgn0031213","FBtr0078101",0
"22","chr2L",78837,79618,782,"*","Promoter (2-3kb)",1,76348,77783,1436,1,"FBgn0031214","FBtr0306541",2489
"23","chr2L",83119,84068,950,"*","3' UTR",1,82421,87387,4967,2,"FBgn0002931","FBtr0290323",3319
"24","chr2L",84628,84891,264,"*","Promoter (2-3kb)",1,82421,87387,4967,2,"FBgn0002931","FBtr0290323",2496
"25","chr2L",95209,95653,445,"*","Promoter (<=1kb)",1,94739,102086,7348,1,"FBgn0031216","FBtr0078103",470
"26","chr2L",97586,99053,1468,"*","Promoter (2-3kb)",1,94739,102086,7348,1,"FBgn0031216","FBtr0078103",2847
"27","chr2L",100084,100876,793,"*","Promoter (1-2kb)",1,102380,104142,1763,1,"FBgn0031217","FBtr0078104",-1504
"28","chr2L",101275,101505,231,"*","Promoter (<=1kb)",1,102380,104142,1763,1,"FBgn0031217","FBtr0078104",-875
"29","chr2L",102842,103923,1082,"*","Promoter (<=1kb)",1,102380,104142,1763,1,"FBgn0031217","FBtr0330636",462
"30","chr2L",105824,106628,805,"*","Promoter (<=1kb)",1,103962,106732,2771,2,"FBgn0026787","FBtr0301452",104
"31","chr2L",107454,107684,231,"*","Promoter (<=1kb)",1,107761,111337,3577,1,"FBgn0005278","FBtr0308091",-77
"32","chr2L",108698,110787,2090,"*","Promoter (<=1kb)",1,109594,114210,4617,1,"FBgn0005278","FBtr0089436",0
"33","chr2L",112873,113151,279,"*","Promoter (1-2kb)",1,114726,156030,41305,1,"FBgn0031228","FBtr0306542",-1575
"34","chr2L",114592,114866,275,"*","Promoter (<=1kb)",1,114726,156030,41305,1,"FBgn0031228","FBtr0306542",0
"35","chr2L",117499,118440,942,"*","Promoter (1-2kb)",1,115365,116488,1124,2,"FBgn0031219","FBtr0078160",-1011
"36","chr2L",120217,120905,689,"*","Promoter (<=1kb)",1,116970,120631,3662,2,"FBgn0031220","FBtr0100307",0
"37","chr2L",122278,122522,245,"*","Promoter (<=1kb)",1,122837,124031,1195,1,"FBgn0266304","FBtr0344032",-315
"38","chr2L",123137,123616,480,"*","Promoter (<=1kb)",1,122837,124031,1195,1,"FBgn0266304","FBtr0344032",300
"39","chr2L",125464,125763,300,"*","Promoter (2-3kb)",1,122837,124031,1195,1,"FBgn0266304","FBtr0344032",2627
"40","chr2L",128166,129490,1325,"*","Promoter (<=1kb)",1,122624,129245,6622,2,"FBgn0025683","FBtr0078154",0
"41","chr2L",132929,133992,1064,"*","Promoter (<=1kb)",1,132077,134472,2396,1,"FBgn0001142","FBtr0078115",852
"42","chr2L",135821,136548,728,"*","Promoter (<=1kb)",1,136144,136701,558,1,"FBgn0265075","FBtr0336837",0
"43","chr2L",136858,137363,506,"*","Promoter (<=1kb)",1,136144,136701,558,1,"FBgn0265075","FBtr0336837",714
"44","chr2L",141300,142826,1527,"*","Promoter (<=1kb)",1,141077,142572,1496,2,"FBgn0051974","FBtr0330644",0
"45","chr2L",143407,143928,522,"*","Promoter (<=1kb)",1,143323,144227,905,1,"FBgn0031224","FBtr0078116",84
"46","chr2L",144373,144603,231,"*","Promoter (1-2kb)",1,143323,144227,905,1,"FBgn0031224","FBtr0078116",1050
"47","chr2L",148512,149077,566,"*","Exon (FBtr0301929/FBgn0259818, exon 2 of 9)",1,144231,153300,9070,2,"FBgn0259818","FBtr0301929",4223
"48","chr2L",151344,152022,679,"*","Promoter (1-2kb)",1,144231,153300,9070,2,"FBgn0259818","FBtr0301929",1278
"49","chr2L",154744,155808,1065,"*","Promoter (<=1kb)",1,153539,155305,1767,2,"FBgn0031227","FBtr0078147",0
"50","chr2L",156743,157067,325,"*","Promoter (<=1kb)",1,156149,157666,1518,1,"FBgn0031229","FBtr0078119",594
"51","chr2L",159421,160025,605,"*","Promoter (<=1kb)",1,159032,203397,44366,1,"FBgn0016977","FBtr0078121",389
"52","chr2L",164938,166346,1409,"*","Intron (FBtr0078122/FBgn0016977, intron 2 of 11)",1,159032,203397,44366,1,"FBgn0016977","FBtr0078121",5906
"53","chr2L",172831,174344,1514,"*","Intron (FBtr0078122/FBgn0016977, intron 2 of 11)",1,182820,201588,18769,1,"FBgn0016977","FBtr0332337",-8476
"54","chr2L",177819,179454,1636,"*","Intron (FBtr0078122/FBgn0016977, intron 2 of 11)",1,182820,201588,18769,1,"FBgn0016977","FBtr0332337",-3366
"55","chr2L",179849,180702,854,"*","Promoter (2-3kb)",1,182820,201588,18769,1,"FBgn0016977","FBtr0332337",-2118
"56","chr2L",184854,185694,841,"*","Promoter (2-3kb)",1,182820,203250,20431,1,"FBgn0016977","FBtr0330653",2034
"57","chr2L",186258,186812,555,"*","Exon (FBtr0078122/FBgn0016977, exon 5 of 12)",1,182820,203250,20431,1,"FBgn0016977","FBtr0330653",3438
"58","chr2L",187523,188891,1369,"*","Exon (FBtr0078122/FBgn0016977, exon 6 of 12)",1,182820,203250,20431,1,"FBgn0016977","FBtr0330653",4703
"59","chr2L",190343,190925,583,"*","Exon (FBtr0078122/FBgn0016977, exon 6 of 12)",1,182820,203250,20431,1,"FBgn0016977","FBtr0330653",7523
"60","chr2L",194401,198966,4566,"*","Exon (FBtr0078122/FBgn0016977, exon 6 of 12)",1,203779,204782,1004,1,"FBgn0031231","FBtr0078124",-4813
"61","chr2L",200523,201596,1074,"*","Promoter (2-3kb)",1,203779,204782,1004,1,"FBgn0031231","FBtr0078124",-2183
"62","chr2L",204010,204633,624,"*","Promoter (<=1kb)",1,203779,204782,1004,1,"FBgn0031231","FBtr0078124",231
"63","chr2L",205235,205701,467,"*","Promoter (1-2kb)",1,204743,206797,2055,2,"FBgn0031232","FBtr0308246",1096
"64","chr2L",207905,208405,501,"*","Promoter (<=1kb)",1,207406,210725,3320,1,"FBgn0031233","FBtr0332339",499
"65","chr2L",209103,209757,655,"*","Promoter (1-2kb)",1,207406,210725,3320,1,"FBgn0031233","FBtr0332339",1697
"66","chr2L",212758,215878,3121,"*","Exon (FBtr0078145/FBgn0266557, exon 5 of 7)",1,219651,220050,400,1,"FBgn0265151","FBtr0336984",-3773
"67","chr2L",217244,217474,231,"*","Promoter (2-3kb)",1,219651,220050,400,1,"FBgn0265151","FBtr0336984",-2177
"68","chr2L",218275,218505,231,"*","Promoter (1-2kb)",1,219651,220050,400,1,"FBgn0265151","FBtr0336984",-1146
"69","chr2L",223196,223436,241,"*","Promoter (<=1kb)",1,223519,224708,1190,1,"FBgn0265153","FBtr0336985",-83
"70","chr2L",226456,227888,1433,"*","Promoter (<=1kb)",1,228037,228588,552,1,"FBgn0265152","FBtr0336986",-149
"71","chr2L",228648,229193,546,"*","Promoter (<=1kb)",1,228037,228588,552,1,"FBgn0265152","FBtr0336986",611
"72","chr2L",230100,231179,1080,"*","Promoter (1-2kb)",1,232166,232253,88,2,"FBgn0263465","FBtr0309764",1074
"73","chr2L",232004,233180,1177,"*","Promoter (<=1kb)",1,232487,234208,1722,1,"FBgn0031235","FBtr0078126",0
"74","chr2L",236480,236727,248,"*","Exon (FBtr0078144/FBgn0266557, exon 3 of 18)",1,232487,234208,1722,1,"FBgn0031235","FBtr0078126",3993
"75","chr2L",239666,240502,837,"*","Promoter (2-3kb)",1,243035,243141,107,2,"FBgn0262252","FBtr0304343",2639
"76","chr2L",241367,242741,1375,"*","Promoter (<=1kb)",1,243035,243141,107,2,"FBgn0262252","FBtr0304343",400
"77","chr2L",245605,246641,1037,"*","Promoter (2-3kb)",1,248909,249812,904,1,"FBgn0265149","FBtr0336987",-2268
"78","chr2L",254349,254751,403,"*","Promoter (<=1kb)",1,252589,254750,2162,2,"FBgn0031238","FBtr0336989",0
"79","chr2L",266201,266611,411,"*","Promoter (<=1kb)",1,259949,267505,7557,2,"FBgn0031239","FBtr0308252",894
"80","chr2L",269769,270913,1145,"*","Promoter (<=1kb)",1,269088,271626,2539,1,"FBgn0031240","FBtr0078127",681
"81","chr2L",271316,272216,901,"*","Promoter (<=1kb)",1,252589,271744,19156,2,"FBgn0031238","FBtr0078140",0
"82","chr2L",273469,273709,241,"*","Promoter (<=1kb)",1,271912,273715,1804,2,"FBgn0086912","FBtr0078139",6
"83","chr2L",275910,276295,386,"*","Promoter (<=1kb)",1,274740,277212,2473,2,"FBgn0086855","FBtr0300804",917
"84","chr2L",276799,277069,271,"*","Promoter (<=1kb)",1,274740,277212,2473,2,"FBgn0086855","FBtr0300804",143
"85","chr2L",277959,278220,262,"*","Promoter (<=1kb)",1,274740,278234,3495,2,"FBgn0086855","FBtr0330650",14
"86","chr2L",282794,283375,582,"*","Promoter (<=1kb)",1,281670,283195,1526,2,"FBgn0031244","FBtr0343780",0
"87","chr2L",285247,287184,1938,"*","Promoter (<=1kb)",1,283385,285726,2342,2,"FBgn0031245","FBtr0078136",0
"88","chr2L",287769,288018,250,"*","Promoter (<=1kb)",1,287252,288932,1681,2,"FBgn0025686","FBtr0078134",914
"89","chr2L",292633,293137,505,"*","Promoter (<=1kb)",1,292419,293222,804,1,"FBgn0031247","FBtr0078130",214
"90","chr2L",295941,296430,490,"*","Promoter (<=1kb)",1,295122,297449,2328,1,"FBgn0024352","FBtr0078131",819
"91","chr2L",299873,301427,1555,"*","Promoter (<=1kb)",1,301706,305233,3528,1,"FBgn0020622","FBtr0331206",-279
"92","chr2L",302068,302456,389,"*","Promoter (<=1kb)",1,301706,305233,3528,1,"FBgn0020622","FBtr0331207",362
"93","chr2L",307763,309160,1398,"*","Promoter (<=1kb)",1,308537,309348,812,2,"FBgn0263872","FBtr0329830",188
"94","chr2L",313133,313363,231,"*","Promoter (2-3kb)",1,310200,347927,37728,1,"FBgn0004611","FBtr0078050",2933
"95","chr2L",318604,319352,749,"*","Promoter (<=1kb)",1,318362,319259,898,2,"FBgn0031248","FBtr0078099",0
"96","chr2L",319943,320173,231,"*","Promoter (<=1kb)",1,318362,319259,898,2,"FBgn0031248","FBtr0078099",-684
"97","chr2L",322190,324186,1997,"*","Promoter (<=1kb)",1,322101,323091,991,1,"FBgn0053127","FBtr0078052",89
"98","chr2L",329353,329583,231,"*","Promoter (<=1kb)",1,325522,329761,4240,2,"FBgn0264086","FBtr0330695",178
"99","chr2L",330760,331515,756,"*","Promoter (<=1kb)",1,329910,332335,2426,2,"FBgn0051921","FBtr0078096",820
"100","chr2L",331857,332136,280,"*","Promoter (<=1kb)",1,329910,332335,2426,2,"FBgn0051921","FBtr0078096",199
"101","chr2L",342372,342851,480,"*","Exon (FBtr0078047/FBgn0004611, exon 12 of 17)",1,329910,332335,2426,2,"FBgn0051921","FBtr0078096",-10037
"102","chr2L",343185,343509,325,"*","Exon (FBtr0078047/FBgn0004611, exon 13 of 17)",1,329910,332335,2426,2,"FBgn0051921","FBtr0078096",-10850
"103","chr2L",345598,347342,1745,"*","3' UTR",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-8321
"104","chr2L",347783,348245,463,"*","3' UTR",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-7418
"105","chr2L",349380,349610,231,"*","Intron (FBtr0078049/FBgn0004611, intron 17 of 17)",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-6053
"106","chr2L",352970,353334,365,"*","Promoter (2-3kb)",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",-2329
"107","chr2L",354361,356667,2307,"*","Promoter (<=1kb)",1,355663,356891,1229,1,"FBgn0266907","FBtr0345774",0
"108","chr2L",358715,358945,231,"*","Promoter (<=1kb)",1,355565,357874,2310,2,"FBgn0031250","FBtr0330651",-841
"109","chr2L",366211,366474,264,"*","Distal Intergenic",1,355565,357874,2310,2,"FBgn0031250","FBtr0330651",-8337
"110","chr2L",370035,370265,231,"*","Distal Intergenic",1,378112,387439,9328,1,"FBgn0000061","FBtr0078053",-7847
"111","chr2L",370580,371077,498,"*","Distal Intergenic",1,378112,387439,9328,1,"FBgn0000061","FBtr0078053",-7035
"112","chr2L",376873,377143,271,"*","Promoter (<=1kb)",1,378112,387439,9328,1,"FBgn0000061","FBtr0078053",-969
"113","chr2L",390562,391097,536,"*","Distal Intergenic",1,396120,396571,452,1,"FBgn0263871","FBtr0329831",-5023
"114","chr2L",400972,401211,240,"*","Promoter (<=1kb)",1,396595,402054,5460,2,"FBgn0031251","FBtr0331204",843
"115","chr2L",404630,405436,807,"*","Promoter (<=1kb)",1,404285,407969,3685,1,"FBgn0003278","FBtr0078054",345
"116","chr2L",405802,407884,2083,"*","Promoter (1-2kb)",1,404285,407969,3685,1,"FBgn0003278","FBtr0078054",1517
"117","chr2L",411933,412173,241,"*","Promoter (<=1kb)",1,408876,412885,4010,2,"FBgn0264855","FBtr0089489",712
"118","chr2L",412885,413625,741,"*","Promoter (<=1kb)",1,408876,412885,4010,2,"FBgn0264855","FBtr0089489",0
"119","chr2L",416027,416293,267,"*","Promoter (<=1kb)",1,415067,418536,3470,1,"FBgn0263933","FBtr0078055",960
"120","chr2L",418838,419152,315,"*","Promoter (<=1kb)",1,418434,419652,1219,2,"FBgn0031252","FBtr0078090",500
"121","chr2L",420421,420651,231,"*","Promoter (<=1kb)",1,419952,420864,913,1,"FBgn0002593","FBtr0331932",469
"122","chr2L",428941,429634,694,"*","Promoter (1-2kb)",1,431227,448701,17475,1,"FBgn0004583","FBtr0078059",-1593
"123","chr2L",432785,433015,231,"*","Promoter (1-2kb)",1,431227,448701,17475,1,"FBgn0004583","FBtr0329832",1558
"124","chr2L",434374,435906,1533,"*","Intron (FBtr0078059/FBgn0004583, intron 1 of 5)",1,431227,448701,17475,1,"FBgn0004583","FBtr0329832",3147
"125","chr2L",436479,437328,850,"*","Promoter (2-3kb)",1,439539,440104,566,1,"FBgn0263870","FBtr0329833",-2211
"126","chr2L",443674,444555,882,"*","Exon (FBtr0078059/FBgn0004583, exon 5 of 6)",1,439539,440104,566,1,"FBgn0263870","FBtr0329833",4135
"127","chr2L",445081,446039,959,"*","Exon (FBtr0078059/FBgn0004583, exon 5 of 6)",1,448716,451302,2587,2,"FBgn0015924","FBtr0304741",5263
"128","chr2L",447201,447701,501,"*","3' UTR",1,448716,451302,2587,2,"FBgn0015924","FBtr0304741",3601
"129","chr2L",450308,453815,3508,"*","Promoter (<=1kb)",1,448254,453024,4771,2,"FBgn0015924","FBtr0078087",0
"130","chr2L",460955,461185,231,"*","Exon (FBtr0310035/FBgn0031258, exon 2 of 2)",1,455531,458745,3215,1,"FBgn0031257","FBtr0331231",5424
"131","chr2L",462544,463058,515,"*","Exon (FBtr0310035/FBgn0031258, exon 2 of 2)",1,455531,458745,3215,1,"FBgn0031257","FBtr0331231",7013
"132","chr2L",464074,464823,750,"*","Exon (FBtr0310035/FBgn0031258, exon 2 of 2)",1,458876,471555,12680,2,"FBgn0031258","FBtr0310035",6732
"133","chr2L",465533,467282,1750,"*","Intron (FBtr0310035/FBgn0031258, intron 1 of 1)",1,458876,471555,12680,2,"FBgn0031258","FBtr0310035",4273
"134","chr2L",468393,469810,1418,"*","Promoter (1-2kb)",1,458876,471555,12680,2,"FBgn0031258","FBtr0310035",1745
"135","chr2L",473466,473696,231,"*","Promoter (<=1kb)",1,473013,476170,3158,1,"FBgn0027592","FBtr0078062",453
"136","chr2L",474144,474623,480,"*","Promoter (1-2kb)",1,473013,476170,3158,1,"FBgn0027592","FBtr0078062",1131
"137","chr2L",475249,475728,480,"*","Promoter (<=1kb)",1,476220,540532,64313,1,"FBgn0003963","FBtr0333012",-492
"138","chr2L",476817,478247,1431,"*","Promoter (<=1kb)",1,476220,540532,64313,1,"FBgn0003963","FBtr0333013",597
"139","chr2L",478862,479210,349,"*","Promoter (<=1kb)",1,476446,479688,3243,2,"FBgn0043364","FBtr0078083",478
"140","chr2L",484435,486454,2020,"*","Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,490835,540532,49698,1,"FBgn0003963","FBtr0310027",-4381
"141","chr2L",486949,487989,1041,"*","Promoter (2-3kb)",1,490835,540532,49698,1,"FBgn0003963","FBtr0310027",-2846
"142","chr2L",491012,491318,307,"*","Promoter (<=1kb)",1,490835,492649,1815,1,"FBgn0267991","FBtr0347589",177
"143","chr2L",491887,492387,501,"*","Promoter (<=1kb)",1,491879,492649,771,1,"FBgn0267991","FBtr0347590",8
"144","chr2L",494154,494567,414,"*","Promoter (2-3kb)",1,491879,492649,771,1,"FBgn0267991","FBtr0347590",2275
"145","chr2L",495924,496178,255,"*","Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,491879,492649,771,1,"FBgn0267991","FBtr0347590",4045
"146","chr2L",502427,503483,1057,"*","Promoter (<=1kb)",1,500873,502236,1364,2,"FBgn0267992","FBtr0347591",-191
"147","chr2L",518226,518504,279,"*","Intron (FBtr0333012/FBgn0003963, intron 1 of 7)",1,523466,540560,17095,1,"FBgn0003963","FBtr0078063",-4962
"148","chr2L",520819,521239,421,"*","Promoter (2-3kb)",1,523466,540560,17095,1,"FBgn0003963","FBtr0078063",-2227
"149","chr2L",524429,524778,350,"*","Promoter (<=1kb)",1,523736,540560,16825,1,"FBgn0003963","FBtr0329895",693
"150","chr2L",531738,532009,272,"*","Intron (FBtr0333012/FBgn0003963, intron 2 of 7)",1,523736,540560,16825,1,"FBgn0003963","FBtr0329895",8002
"151","chr2L",532306,532597,292,"*","Intron (FBtr0333012/FBgn0003963, intron 2 of 7)",1,523736,540560,16825,1,"FBgn0003963","FBtr0329895",8570
"152","chr2L",533687,533917,231,"*","Intron (FBtr0333012/FBgn0003963, intron 2 of 7)",1,540599,542580,1982,2,"FBgn0010602","FBtr0310028",8663
"153","chr2L",539195,539425,231,"*","Exon (FBtr0333012/FBgn0003963, exon 6 of 8)",1,540599,542580,1982,2,"FBgn0010602","FBtr0310028",3155
"154","chr2L",543663,544067,405,"*","Promoter (<=1kb)",1,542786,544653,1868,2,"FBgn0031260","FBtr0078080",586
"155","chr2L",545832,546062,231,"*","Promoter (<=1kb)",1,545129,547096,1968,1,"FBgn0031261","FBtr0078064",703
"156","chr2L",551421,553477,2057,"*","Promoter (<=1kb)",1,544925,552454,7530,2,"FBgn0005660","FBtr0344014",0
"157","chr2L",553836,554364,529,"*","Promoter (<=1kb)",1,547016,552923,5908,2,"FBgn0005660","FBtr0345429",-913
"158","chr2L",558302,560390,2089,"*","Promoter (<=1kb)",1,559612,560523,912,1,"FBgn0031263","FBtr0078066",0
"159","chr2L",561935,562372,438,"*","Promoter (<=1kb)",1,560568,563347,2780,2,"FBgn0031264","FBtr0078076",975
"160","chr2L",563948,564617,670,"*","Promoter (<=1kb)",1,564163,566472,2310,1,"FBgn0031265","FBtr0078067",0
"161","chr2L",565321,565808,488,"*","Promoter (1-2kb)",1,564163,566472,2310,1,"FBgn0031265","FBtr0078067",1158
"162","chr2L",567854,568084,231,"*","Promoter (<=1kb)",1,566366,568121,1756,2,"FBgn0021874","FBtr0078075",37
"163","chr2L",568632,568862,231,"*","Promoter (<=1kb)",1,568340,572907,4568,1,"FBgn0031266","FBtr0332340",292
"164","chr2L",571608,572106,499,"*","Promoter (2-3kb)",1,573033,574264,1232,2,"FBgn0031267","FBtr0078074",2158
"165","chr2L",572685,573193,509,"*","Promoter (1-2kb)",1,573033,574264,1232,2,"FBgn0031267","FBtr0078074",1071
"166","chr2L",573821,575452,1632,"*","Promoter (<=1kb)",1,573033,574264,1232,2,"FBgn0031267","FBtr0078074",0
"167","chr2L",577926,578939,1014,"*","Promoter (<=1kb)",1,577486,579549,2064,1,"FBgn0023489","FBtr0078070",440
"168","chr2L",601671,601901,231,"*","Promoter (<=1kb)",1,602813,603562,750,1,"FBgn0031270","FBtr0078071",-912
"169","chr2L",602920,603223,304,"*","Promoter (<=1kb)",1,602813,604430,1618,1,"FBgn0031270","FBtr0310023",107
